X	Y	Z	Fi
56.5	45.5	286.5	24.5
57.5	45.5	286.5	28.129999
58.5	45.5	286.5	26.73
59.5	45.5	286.5	26.83
60.5	45.5	286.5	25.760391
61.5	45.5	286.5	23.722637
62.5	45.5	286.5	22.111456
63.5	45.5	286.5	20.84598
64.5	45.5	286.5	25.370001
65.5	45.5	286.5	26.868576
66.5	45.5	286.5	24.94158
67.5	45.5	286.5	30.359764
68.5	45.5	286.5	25.440001
69.5	45.5	286.5	27.748848
70.5	45.5	286.5	24.710901
71.5	45.5	286.5	30.899525
72.5	45.5	286.5	29.796162
73.5	45.5	286.5	28.120001
74.5	45.5	286.5	30.77343
75.5	45.5	286.5	24.0312
76.5	45.5	286.5	21.235991
77.5	45.5	286.5	25.879999
78.5	45.5	286.5	27.420704
79.5	45.5	286.5	28.129999
80.5	45.5	286.5	29.717697
81.5	45.5	286.5	29.155909
82.5	45.5	286.5	23.360001
83.5	45.5	286.5	27.110001
84.5	45.5	286.5	26.99873
85.5	45.5	286.5	24.624144
86.5	45.5	286.5	26.32
87.5	45.5	286.5	28.18
88.5	45.5	286.5	25.138861
89.5	45.5	286.5	27.030001
90.5	45.5	286.5	26.483595
91.5	45.5	286.5	31.182529
92.5	45.5	286.5	34.450001
93.5	45.5	286.5	31.23
94.5	45.5	286.5	33.531376
95.5	45.5	286.5	30.75267
96.5	45.5	286.5	32.859665
97.5	45.5	286.5	32.12468
98.5	45.5	286.5	32.736298
99.5	45.5	286.5	34.75053
0.5	45.5	287.5	32.439999
1.5	45.5	287.5	30.209999
2.5	45.5	287.5	32.681412
3.5	45.5	287.5	26.155746
4.5	45.5	287.5	29.831726
5.5	45.5	287.5	24.459999
6.5	45.5	287.5	28.91
7.5	45.5	287.5	30.326674
8.5	45.5	287.5	31.980206
9.5	45.5	287.5	32.860001
10.5	45.5	287.5	30.485971
11.5	45.5	287.5	30.621796
12.5	45.5	287.5	28.256792
13.5	45.5	287.5	29.940001
14.5	45.5	287.5	32.888142
15.5	45.5	287.5	28.256458
16.5	45.5	287.5	30.84
17.5	45.5	287.5	26.76
18.5	45.5	287.5	26.370001
19.5	45.5	287.5	26.148542
20.5	45.5	287.5	25.91
21.5	45.5	287.5	21.78792
22.5	45.5	287.5	27.545872
23.5	45.5	287.5	30.439713
24.5	45.5	287.5	29.468199
25.5	45.5	287.5	25.482628
26.5	45.5	287.5	25.386171
27.5	45.5	287.5	23.615034
28.5	45.5	287.5	21.8018
29.5	45.5	287.5	22.409435
30.5	45.5	287.5	22.202414
31.5	45.5	287.5	19.250917
32.5	45.5	287.5	22.719999
33.5	45.5	287.5	24.379574
34.5	45.5	287.5	23.780636
35.5	45.5	287.5	25.309999
36.5	45.5	287.5	21.896627
37.5	45.5	287.5	20.88409
38.5	45.5	287.5	25.15
39.5	45.5	287.5	23.120001
40.5	45.5	287.5	25.394209
41.5	45.5	287.5	22.42985
42.5	45.5	287.5	20.570539
43.5	45.5	287.5	24.32
44.5	45.5	287.5	22.3925
45.5	45.5	287.5	23.45392
46.5	45.5	287.5	26.393578
47.5	45.5	287.5	25.126122
48.5	45.5	287.5	25.230654
49.5	45.5	287.5	25.32
50.5	45.5	287.5	17.940001
51.5	45.5	287.5	21.360001
52.5	45.5	287.5	24.159794
53.5	45.5	287.5	19.198399
54.5	45.5	287.5	27.512733
55.5	45.5	287.5	24.09
56.5	45.5	287.5	17.57
57.5	45.5	287.5	20.845842
58.5	45.5	287.5	7.1022429
59.5	45.5	287.5	8.0327034
60.5	45.5	287.5	8.3898287
61.5	45.5	287.5	9.1876869
62.5	45.5	287.5	4.1706123
63.5	45.5	287.5	6.8356671
64.5	45.5	287.5	9.9426775
65.5	45.5	287.5	17.586496
66.5	45.5	287.5	19.585371
67.5	45.5	287.5	16.360863
68.5	45.5	287.5	21.57
69.5	45.5	287.5	18.132153
70.5	45.5	287.5	22.3085
71.5	45.5	287.5	22.679848
72.5	45.5	287.5	20.469313
73.5	45.5	287.5	13.518652
74.5	45.5	287.5	21.797461
75.5	45.5	287.5	15.649685
76.5	45.5	287.5	20.95244
77.5	45.5	287.5	19.786667
78.5	45.5	287.5	22.377905
79.5	45.5	287.5	20.520227
80.5	45.5	287.5	18.704252
81.5	45.5	287.5	5.4694562
82.5	45.5	287.5	6.2670183
83.5	45.5	287.5	6.73
84.5	45.5	287.5	22.730268
85.5	45.5	287.5	22.139999
86.5	45.5	287.5	18.72901
87.5	45.5	287.5	25.911022
88.5	45.5	287.5	26.61554
89.5	45.5	287.5	28.85
90.5	45.5	287.5	26.120001
91.5	45.5	287.5	20.919941
92.5	45.5	287.5	28.51
93.5	45.5	287.5	27.370001
94.5	45.5	287.5	31.248856
95.5	45.5	287.5	31.882654
96.5	45.5	287.5	30.629305
97.5	45.5	287.5	35.006889
98.5	45.5	287.5	32.367588
99.5	45.5	287.5	31.410583
0.5	45.5	288.5	33.189266
1.5	45.5	288.5	33.049999
2.5	45.5	288.5	30.363482
3.5	45.5	288.5	32.540852
4.5	45.5	288.5	30.730797
5.5	45.5	288.5	30.719999
6.5	45.5	288.5	32.104221
7.5	45.5	288.5	33.529999
8.5	45.5	288.5	32.781754
9.5	45.5	288.5	30.299999
10.5	45.5	288.5	29.85
11.5	45.5	288.5	32.400002
12.5	45.5	288.5	32.580002
13.5	45.5	288.5	32.279999
14.5	45.5	288.5	31.014767
15.5	45.5	288.5	21.854013
16.5	45.5	288.5	29.916119
17.5	45.5	288.5	30.543901
18.5	45.5	288.5	28.574856
19.5	45.5	288.5	25.665194
20.5	45.5	288.5	26.390802
21.5	45.5	288.5	29.219763
22.5	45.5	288.5	21.723316
23.5	45.5	288.5	27.03059
24.5	45.5	288.5	22.495228
25.5	45.5	288.5	27.40847
26.5	45.5	288.5	18.879999
27.5	45.5	288.5	26.870001
28.5	45.5	288.5	17.385632
29.5	45.5	288.5	18.09288
30.5	45.5	288.5	18.9
31.5	45.5	288.5	19.165583
32.5	45.5	288.5	21.110001
33.5	45.5	288.5	23.729048
34.5	45.5	288.5	23.252266
35.5	45.5	288.5	25.129999
36.5	45.5	288.5	18.675467
37.5	45.5	288.5	23.615187
38.5	45.5	288.5	26.01
39.5	45.5	288.5	19.245819
40.5	45.5	288.5	22.233101
41.5	45.5	288.5	24.51
42.5	45.5	288.5	23.940001
43.5	45.5	288.5	29.05172
44.5	45.5	288.5	6.5636296
45.5	45.5	288.5	16.569176
46.5	45.5	288.5	21.928728
47.5	45.5	288.5	25.192352
48.5	45.5	288.5	23.790001
49.5	45.5	288.5	14.782141
50.5	45.5	288.5	20.077749
51.5	45.5	288.5	20.584034
52.5	45.5	288.5	23.1
53.5	45.5	288.5	25.575695
54.5	45.5	288.5	7.2155027
55.5	45.5	288.5	16.208521
56.5	45.5	288.5	4.3462453
57.5	45.5	288.5	4.1855521
58.5	45.5	288.5	15.071412
59.5	45.5	288.5	14.489222
60.5	45.5	288.5	18.136417
61.5	45.5	288.5	26.309999
62.5	45.5	288.5	21.57
63.5	45.5	288.5	4.4303317
64.5	45.5	288.5	8.0348682
65.5	45.5	288.5	22.062658
66.5	45.5	288.5	18.147465
67.5	45.5	288.5	17.575155
68.5	45.5	288.5	15.180041
69.5	45.5	288.5	15.087593
70.5	45.5	288.5	20.560255
71.5	45.5	288.5	24.968222
72.5	45.5	288.5	22.549999
73.5	45.5	288.5	20.070591
74.5	45.5	288.5	21.279121
75.5	45.5	288.5	13.286869
76.5	45.5	288.5	21.690058
77.5	45.5	288.5	19.462101
78.5	45.5	288.5	21.108183
79.5	45.5	288.5	22.195511
80.5	45.5	288.5	22.177389
81.5	45.5	288.5	29.609413
82.5	45.5	288.5	23.589947
83.5	45.5	288.5	27.198936
84.5	45.5	288.5	22.153477
85.5	45.5	288.5	27.860001
86.5	45.5	288.5	26.905437
87.5	45.5	288.5	25.586321
88.5	45.5	288.5	27.92411
89.5	45.5	288.5	25.024137
90.5	45.5	288.5	26.589499
91.5	45.5	288.5	28.594496
92.5	45.5	288.5	31.597553
93.5	45.5	288.5	27.48629
94.5	45.5	288.5	28.450001
95.5	45.5	288.5	29.751459
96.5	45.5	288.5	28.287252
97.5	45.5	288.5	33.453144
98.5	45.5	288.5	27.0928
99.5	45.5	288.5	33.150002
0.5	45.5	289.5	24.848616
1.5	45.5	289.5	25.07802
2.5	45.5	289.5	20.80044
3.5	45.5	289.5	22.296709
4.5	45.5	289.5	14.649667
5.5	45.5	289.5	19.802637
6.5	45.5	289.5	20.023548
7.5	45.5	289.5	21.110546
8.5	45.5	289.5	20.254896
9.5	45.5	289.5	26.040001
10.5	45.5	289.5	29.881737
11.5	45.5	289.5	29.304026
12.5	45.5	289.5	26.870001
13.5	45.5	289.5	27.621431
14.5	45.5	289.5	23.640312
15.5	45.5	289.5	27.191223
16.5	45.5	289.5	26.02
17.5	45.5	289.5	26.954449
18.5	45.5	289.5	26.120001
19.5	45.5	289.5	29.545982
20.5	45.5	289.5	25.901968
21.5	45.5	289.5	20.823883
22.5	45.5	289.5	27.320185
23.5	45.5	289.5	18.9
24.5	45.5	289.5	8.6479435
25.5	45.5	289.5	15.713821
26.5	45.5	289.5	22.167253
27.5	45.5	289.5	14.412231
28.5	45.5	289.5	4.2880964
29.5	45.5	289.5	26.530613
30.5	45.5	289.5	16.709028
31.5	45.5	289.5	22.77264
32.5	45.5	289.5	29.235834
33.5	45.5	289.5	17.272499
34.5	45.5	289.5	17.343849
35.5	45.5	289.5	20.206936
36.5	45.5	289.5	14.17218
37.5	45.5	289.5	22.918369
38.5	45.5	289.5	17.716057
39.5	45.5	289.5	18.02791
40.5	45.5	289.5	21.688175
41.5	45.5	289.5	18.159506
42.5	45.5	289.5	24.059999
43.5	45.5	289.5	22.911451
44.5	45.5	289.5	20.56237
45.5	45.5	289.5	23.131157
46.5	45.5	289.5	20.07267
47.5	45.5	289.5	23.051981
48.5	45.5	289.5	10.853108
49.5	45.5	289.5	24.661327
50.5	45.5	289.5	21.538513
51.5	45.5	289.5	19.868528
52.5	45.5	289.5	25.51
53.5	45.5	289.5	21.79159
54.5	45.5	289.5	13.416139
55.5	45.5	289.5	22.419767
56.5	45.5	289.5	20.575056
57.5	45.5	289.5	24.698374
58.5	45.5	289.5	20.941069
59.5	45.5	289.5	15.203305
60.5	45.5	289.5	23.57
61.5	45.5	289.5	21.788332
62.5	45.5	289.5	18.388779
63.5	45.5	289.5	23.263536
64.5	45.5	289.5	22.174934
65.5	45.5	289.5	23.911102
66.5	45.5	289.5	23.470259
67.5	45.5	289.5	22.241123
68.5	45.5	289.5	22.189676
69.5	45.5	289.5	20.849514
70.5	45.5	289.5	25.51
71.5	45.5	289.5	18.344358
72.5	45.5	289.5	20.73
73.5	45.5	289.5	22.867048
74.5	45.5	289.5	14.422256
75.5	45.5	289.5	22.58
76.5	45.5	289.5	16.31769
77.5	45.5	289.5	26.532888
78.5	45.5	289.5	31.529249
79.5	45.5	289.5	22.51
80.5	45.5	289.5	24.059999
81.5	45.5	289.5	27.207983
82.5	45.5	289.5	25.826027
83.5	45.5	289.5	20.190979
84.5	45.5	289.5	19.81354
85.5	45.5	289.5	27.162928
86.5	45.5	289.5	22.094542
87.5	45.5	289.5	26.049999
88.5	45.5	289.5	26.040001
89.5	45.5	289.5	27.013189
90.5	45.5	289.5	30.724663
91.5	45.5	289.5	28.33
92.5	45.5	289.5	28.82
93.5	45.5	289.5	30.687193
94.5	45.5	289.5	25.34
95.5	45.5	289.5	27.57
96.5	45.5	289.5	31.379999
97.5	45.5	289.5	29.645775
98.5	45.5	289.5	27.700001
99.5	45.5	289.5	28.573895
